곡 세부 장르 리스트,발매일,앨범 명,앨범 ID,아티스트 ID 리스트,곡 제목,곡 장르 리스트,아티스트 리스트,곡 ID,대분류str
['GN1201'],20131029,Food For Thought,2282616,[512200],In 3D (Feat. Raiza Biza & DJ Venum),['GN1200'],['SoulChef'],415603,GN1200
"['GN1201', 'GN1209']",20180601,Baby Talk 5,10174127,[2190143],Usher,['GN1200'],['DaBaby'],275889,GN1200
"['GN1201', 'GN1209']",20180131,9:15PM,10134068,"[878320, 415500]",9:15PM,['GN1200'],"['The Cool Kids', 'Jeremih']",172066,GN1200
['GN1201'],20130722,Back Again,2193751,[728869],Back Again,['GN1200'],['Nitro'],423061,GN1200
"['GN1201', 'GN1209']",20180202,Picture Me Rollin,10135320,[956840],Picture Me Rollin,['GN1200'],['MadeinTYO'],684965,GN1200
['GN1201'],20151023,Gahdamn!,2646301,[907098],I`ll Be Back Again,['GN1200'],['DRAM'],237550,GN1200
"['GN1204', 'GN1205', 'GN1208', 'GN1201']",20041116,The Collection,90717,[101466],Illusions,['GN1200'],['Cypress Hill'],149168,GN1200
['GN0901'],20200327,ADHD,10409061,[1160027],Still Cant Love (Feat. King OSF & Fabolous),['GN1200'],['Joyner Lucas'],590808,GN1200
['GN1201'],20170508,Mode,10059874,[891420],Juice,['GN1200'],['Lady Leshurr'],665573,GN1200
"['GN1201', 'GN1209']",20190219,Mistakes,10252129,[2631884],I Miss You...,['GN1200'],['Amuseity'],529535,GN1200
['GN1201'],20031010,Cheers,32838,[39663],Cheers,['GN1200'],['Obie Trice'],242410,GN1200
"['GN1204', 'GN1205', 'GN1201']",20040325,Till Death Do Us Part,34268,[101466],Money,['GN1200'],['Cypress Hill'],64193,GN1200
['GN1201'],20200313,Eternal Atake (Deluxe) - LUV vs. The World 2,10403265,[925887],Silly Watch,['GN1200'],['Lil Uzi Vert'],311221,GN1200
"['GN1201', 'GN1202']",20111209,BAYTL (Amended),2048571,"[440600, 595691]",Millions Every Month,['GN1200'],"['Gucci Mane', 'V-Nasty']",147508,GN1200
['GN1201'],20030324,Cam`Ron Presents The Diplomats - Diplomatic Immunity,64675,[40941],This Is What I Do,['GN1200'],['The Diplomats'],651240,GN1200
"['GN1201', 'GN1209']",20181022,Future & Juice WRLD Present... WRLD ON DRUGS,10213319,"[593012, 2189869]",Hard Work Pays Off,['GN1200'],"['Future', 'Juice WRLD']",365765,GN1200
"['GN1201', 'GN1202', 'GN1203']",20160902,SkyBlew The Cowardly Boy,2708390,[780417],The Ballad Of Freaky Fred,['GN1200'],['SkyBlew'],36974,GN1200
['GN1201'],20200305,APESHIT,10397372,[1871802],APESHIT,['GN1200'],['Bree Runway'],336348,GN1200
['GN1201'],20170414,Beat Tape 03,10056021,[1627140],Traffic,['GN1200'],['Eevee'],352904,GN1200
"['GN1208', 'GN1201', 'GN1202']",20090331,R.O.O.T.S.,530054,[230162],Sugar (Feat. Wynter),['GN1200'],['Flo Rida'],206429,GN1200
['GN1201'],20130215,Karaoke Rap Vol.3,4840318,[1193143],Shook Ones (Instrumental),['GN1200'],['The Instrumentals'],141186,GN1200
"['GN1201', 'GN1209']",20180622,Master The Day Of Judgement,10177581,[1240246],Rock and Roll,['GN1200'],['YoungBoy Never Broke Again'],565186,GN1200
"['GN1204', 'GN1208', 'GN1201']",20070213,Death Row Archives (The Soundtracks),398966,[28490],Why,['GN1200'],['Nate Dogg'],550904,GN1200
['GN1201'],20180119,Life of a Dark Rose,10123323,[1957947],Tell My Haters,['GN1200'],['Lil Skies'],131054,GN1200
['GN1201'],20200114,High Tide,10375216,[2756746],High Tide,['GN1200'],['dryhope'],237672,GN1200
['GN1201'],20200109,Flyin&#39; High,10373189,[2080593],Good Lhighfe,['GN1200'],['Aywee'],35050,GN1200
['GN1201'],20191125,Adventure Boy,10356034,[2753421],Adventure Boy,['GN1200'],['Rajstar'],532024,GN1200
"['GN1207', 'GN1201', 'GN1202']",19971125,Big Willie Style,99803,[27242],Just The Two Of Us,['GN1200'],['Will Smith'],187533,GN1200
"['GN1208', 'GN1201']",20060627,Block Music,89769,[39278],Gettin' Some,['GN1200'],['Shawnna'],170112,GN1200
['GN1201'],20180129,Culture II,10106815,[774679],Gang Gang,['GN1200'],['Migos'],599649,GN1200
"['GN1201', 'GN1202']",20101115,5.0 Deluxe,1074779,[2066],Nothing Without Her (Album Version (Explicit)),['GN1200'],['Nelly'],236876,GN1200
"['GN1205', 'GN1201']",20101122,The Hits Collection Volume One (Deluxe),1083884,[16320],I Just Wanna Love U (Give It 2 Me) (Album Version (Explicit)),['GN1200'],['JAY-Z'],569412,GN1200
"['GN1201', 'GN1209']",20180920,Rainbow Shell.,10205056,[2298252],Gaspar. (feat. Bloopr),['GN1200'],['Heavo.'],173286,GN1200
"['GN1208', 'GN1201', 'GN1203']",20080722,The Million Dollar Backpack,390363,[190105],Don`t Act Like You Don`t Know (Feat. Freeway) (Produced By Orthodox),['GN1200'],['Skillz'],188124,GN1200
['GN1201'],20171208,Big Baby DRAM (Deluxe),10006263,[907098],Good Thang,['GN1200'],['DRAM'],382032,GN1200
['GN1201'],20171124,Luv Is Rage 2 (Deluxe),10050130,[925887],Diamonds All On My Wrist,['GN1200'],['Lil Uzi Vert'],482048,GN1200
['GN1201'],20140618,The Everafter (Japan Special Edition),2262632,[514462],The Final Samba,['GN1200'],['Witness'],450967,GN1200
['GN1201'],20150414,The Rat Race,3805856,[983063],Do U Wanna Ride?,['GN1200'],['Brose Royce'],651503,GN1200
['GN1201'],20191225,88:88,10368430,[2715627],Soon As,['GN1200'],['Boo Cash'],413455,GN1200
"['GN1205', 'GN1201']",20141014,The Essential Cypress Hill,2285557,[101466],Lowrider,['GN1200'],['Cypress Hill'],73758,GN1200
['GN1201'],20170328,Believe In It,10049387,[1627367],Yours,['GN1200'],['Vanill'],73836,GN1200
['GN1201'],20141209,Blessed with The Gift,3805368,[1851928],The Introduction (Feat. Jovonn The Don),['GN1200'],['J-Ness'],250497,GN1200
['GN1201'],20140902,Walking Under Stars,189624,[785667],Live And Let Go (Feat. Maverick Sabre & Brother Ali),['GN1200'],['Hilltop Hoods'],5068,GN1200
"['GN1204', 'GN1201', 'GN1203']",20020201,Streetsoul,1674,[28072],No More,['GN1200'],['Guru'],152077,GN1200
['GN1201'],20130910,Gas Pedal,2201468,[735084],Swerve,['GN1200'],['Sage The Gemini'],211354,GN1200
"['GN1201', 'GN1209']",20181101,Flex Up,10223750,[2402301],Flex Up,['GN1200'],['Tay 62'],685216,GN1200
['GN1201'],20100909,Get! (Feat. Remedeeh),1017751,[483187],Get! (Feat. Remedeeh) (Original Ver.),['GN1200'],['Supersci'],287891,GN1200
['GN1201'],20171117,SYRE,10079404,[1167360],Falcon (Feat. Raury),['GN1200'],['Jaden'],430331,GN1200
['GN1201'],20150723,Life Of A Gangsta,264785,[925612],Choppa Sounds (Feat. Boogie Locs & Eclipz),['GN1200'],['Casper Capone'],337700,GN1200
"['GN1204', 'GN1201', 'GN1203']",20040326,Fly Or Die,34323,[106558],The Way She Dances,['GN1200'],['N.E.R.D'],211119,GN1200
['GN1201'],20130819,Trap Lord (Explicit Ver.),2197269,[717250],4:02,['GN1200'],['A$AP Ferg'],47769,GN1200
"['GN1201', 'GN1202']",20160603,The Night I Went To...,2683370,[729499],(I Need) Something Good (Feat. Maverick Sabre),['GN1200'],['Rockie Fresh'],360783,GN1200
['GN1201'],20160615,1Moment2Another,2690984,"[982459, 982461]",Me vs. Me,['GN1200'],"['Otis Junior', 'Dr Dundiff']",43923,GN1200
"['GN1204', 'GN1205', 'GN1208', 'GN1201']",20011108,Pain Is Love,65808,[30240],Livin` It Up,['GN1200'],['Ja Rule'],452502,GN1200
"['GN1201', 'GN1203']",20130307,Viki-Vik,2177249,[718993],Trip,['GN1200'],['Killawat'],104831,GN1200
"['GN0901', 'GN1202', 'GN1201']",20121119,Global Warming,2167680,[232722],Hope We Meet Again (Feat. Chris Brown),"['GN0900', 'GN1200']",['Pitbull'],223036,GN0900 GN1200
"['GN1204', 'GN1205', 'GN1201']",20101203,Redman Presents...Reggie,1093557,[28617],All I Do (Album Version (Explicit)) (Feat. Faith Evans),['GN1200'],['Redman'],367197,GN1200
"['GN1201', 'GN1209']",20190802,Love Songs 4 The Streets 2,10313559,[722949],Bougie (Feat. Meek Mill),['GN1200'],['Lil Durk'],110250,GN1200
"['GN1204', 'GN1208', 'GN1201']",20080729,The Recession,396128,[186516],Crazy World,['GN1200'],['Young Jeezy'],2679,GN1200
"['GN1204', 'GN1205', 'GN1208', 'GN1201']",20070625,The Definition Of X : The Pick Of The Litter,353136,[2388],It`s All Good,['GN1200'],['DMX'],600796,GN1200
['GN1201'],20200314,Tumany,10412730,[2862918],Tumany (Mists),['GN1200'],['Palyukh'],384521,GN1200
['GN1201'],20151120,Close Encounters,2651776,[911329],Exist (Feat. Shape),['GN1200'],['Space Jesus'],96769,GN1200
"['GN1209', 'GN1201', 'GN1203']",20190222,FATHER OF 4,10254135,[994217],Quarter Milli (Feat. Gucci Mane),['GN1200'],['Offset'],11361,GN1200
"['GN1209', 'GN1201', 'GN1203']",20180402,Ironworld,10153094,[2113050],King Of Kings,['GN1200'],['Rock Mecca'],273490,GN1200
['GN1201'],20111017,23,2941087,[953228],23,['GN1200'],['23'],520453,GN1200
"['GN1208', 'GN1201', 'GN1202']",20070920,Songs About Girls,358644,[43269],The Donque Song Feat. Snoop Dogg,['GN1200'],['Will.I.Am'],545453,GN1200
"['GN1205', 'GN1207', 'GN1201']",19980803,Seven And Seven (Clean Ver.),904563,[28665],It`s All Yours (Feat. Gina Thompson),['GN1200'],['MC Lyte'],195472,GN1200
['GN1201'],20170822,Better Than Before,4098282,[1764742],Better Know,['GN1200'],['Matt Reed'],695204,GN1200
"['GN1204', 'GN1208', 'GN1201']",20060926,Release Therapy,517265,[28911],Runaway Love (Feat. Mary J. Blige),['GN1200'],['Ludacris'],395594,GN1200
['GN1201'],20150814,Gone Too Far,2638088,[894909],Out The Way (Feat. Gusto),['GN1200'],['Vell'],326059,GN1200
['GN1201'],20161124,Unbreakable,10017617,[1239029],"Keep It Movin (Feat. Roc Marciano, DJ Djaz & DJ Brans)",['GN1200'],['Wyld Bunch'],507674,GN1200
['GN1201'],20000210,Safe + Sound,2933294,[161381],Tha Ho In You,['GN1200'],['DJ Quik'],670434,GN1200
['GN1201'],20000208,Bullys Wit Fullys - Hardball,3803267,[1283154],Gangsta Wid It,['GN1200'],"['Guce, Killa Tay']",115587,GN1200
['GN1201'],20100907,Substantial & Marcus D are Bop Alloy (Korean Deluxe Edition),1360455,[557660],Still Think Different (Inst.),['GN1200'],['Bop Alloy'],651399,GN1200
"['GN1205', 'GN1208', 'GN1201']",20070305,Greatest Hits,348869,[28510],Who Shot Ya,['GN1200'],['The Notorious B.I.G.'],471175,GN1200
"['GN1201', 'GN1203']",20160419,Adventures In Technicolour,2680126,"[752300, 959905]",Man Of The House (Feat. Tone Ric),['GN1200'],"['Imperial', 'K.I.N.E.T.I.K']",210072,GN1200
"['GN1207', 'GN1201']",19910806,"Of The Heart, Of The Soul And Of The Cross: The Utopian Experience",308720,[100881],Set Adrift On Memory Bliss,['GN1200'],['P.M. Dawn'],149070,GN1200
"['GN1201', 'GN1209']",20181026,Mo Paper,10216506,[859210],Mo Paper (Feat. YG),['GN1200'],['Rich The Kid'],459004,GN1200
['GN1201'],20160525,Ty $,2686768,[719100],Like I Do (Feat. Yo Gotti & French Montana),['GN1200'],['Ty Dolla $ign'],426326,GN1200
"['GN1201', 'GN1209']",20180216,Victory Lap,10139835,[729596],Hussle & Motivate,['GN1200'],['Nipsey Hussle'],314132,GN1200
"['GN1201', 'GN1209']",20190102,Old Spice,10237695,[2005295],milky way,['GN1200'],['BROCKBEATS'],478909,GN1200
['GN1201'],20170711,Issa Album,10078287,[991191],Dead People,['GN1200'],['21 Savage'],407455,GN1200
"['GN1201', 'GN1202']",20131122,Meltdown,2218618,[232722],That High (Feat. Kelly Rowland),['GN1200'],['Pitbull'],627116,GN1200
"['GN1205', 'GN1201']",20100223,Strictly Business (Uncut Snoop Dogg Approved) (2010 Remastered),839152,[164425],I`m Housin`,['GN1200'],['EPMD'],598966,GN1200
"['GN1204', 'GN1205', 'GN1207', 'GN1201']",19940419,Illmatic,24028,[10363],Represent,['GN1200'],['Nas'],539301,GN1200
"['GN1201', 'GN1209']",20190531,Dopefiend,10291309,[948019],Dopefiend,['GN1200'],['Reconcile'],578939,GN1200
"['GN1204', 'GN1201', 'GN1203']",20170915,Prisoner 709,10105471,[161979],Ti Fa Stare Bene,['GN1200'],['Caparezza'],513381,GN1200
"['GN1204', 'GN1201']",20110318,The Return Of Mr. Zone 6,1230958,[440600],I Don`t Love Her (Feat. Rocko & Webbie),['GN1200'],['Gucci Mane'],674415,GN1200
['GN1201'],20031010,Cheers,32838,[39663],Hands On You,['GN1200'],['Obie Trice'],448465,GN1200
['GN1201'],20151103,Appetizers Vol.1,2648243,[913468],Her Smile,['GN1200'],['Brock Berrigan'],677728,GN1200
"['GN1204', 'GN1201']",20020619,The Eminem Show,24633,[1986],Say What You Say,['GN1200'],['Eminem'],330245,GN1200
"['GN1204', 'GN1205', 'GN1201']",20010828,The Dirty Story: The Best Of ODB,60909,[10395],Got Your Money (featuring Kelis),['GN1200'],['Ol` Dirty Bastard'],83078,GN1200
['GN1201'],20150317,God Bless The Grind 3,3805892,[983066],Loaded Lux,['GN1200'],['Coca Kazi'],249415,GN1200
"['GN1201', 'GN1209']",20180430,Mr. lo-fi chill pop,10162538,[2005295],sour cream,['GN1200'],['BROCKBEATS'],413883,GN1200
"['GN1301', 'GN1308', 'GN1302']",20190315,Plus Ultra,10261371,[2296465],Street Lights,['GN1300'],['Richy Hyliger'],236996,GN1300
['GN1301'],20170830,Drank Wit You (Feat. Meechie),4100853,[2036203],Drank Wit You (Feat. Meechie),['GN1300'],['Queen Jas'],135908,GN1300
"['GN1301', 'GN1302']",20170616,H.E.R. Volume 2,10071800,[1201774],I Won`t,['GN1300'],['H.E.R.'],549206,GN1300
"['GN1306', 'GN1301', 'GN1302']",19810301,The Dude,2116766,[2209],Just Once,['GN1300'],['Quincy Jones'],690728,GN1300
"['GN1301', 'GN1303']",20181017,Daniel March,10212875,[1627730],Falling,['GN1300'],['Daniel March'],303000,GN1300
['GN1301'],20170613,Into,10070323,[2622225],Baldwin Park,['GN1300'],['Sonder'],255730,GN1300
"['GN1306', 'GN1301', 'GN1302']",19990727,The Writing&#39;s On The Wall,87237,[100686],Temptation,['GN1300'],['Destiny`s Child'],345408,GN1300
"['GN1301', 'GN1308', 'GN1302']",20190703,Aim High,10302130,[2633611],Aim High,['GN1300'],['9m88'],595922,GN1300
"['GN1503', 'GN1501', 'GN1303']",20081021,소울 맨 OST,510367,"[42468, 403140]",Boogie Ain`t Nuttin` (But Gettin` Down),"['GN1500', 'GN1300']","['Samuel L. Jackson', 'Bernie Mac']",187302,GN1500 GN1300
"['GN1306', 'GN1301', 'GN1302']",20170120,Johnny Gill (Expanded),10033541,[28196],"My, My, My (Album Ver.)",['GN1300'],['Johnny Gill'],620110,GN1300
"['GN1304', 'GN1301', 'GN1303', 'GN1302', 'GN1503', 'GN1501']",20070221,드림걸즈 OST,345414,"[3535, 30593, 217307]",Fake Your Way To The Top,"['GN1500', 'GN1300']","['Beyonce', 'Eddie Murphy', 'Jennifer Hudson']",637037,GN1500 GN1300
"['GN1301', 'GN1302']",20011204,Greatest Hits,373123,[2274],Dreamlover,['GN1300'],['Mariah Carey'],667590,GN1300
"['GN1307', 'GN1301']",20061017,The High Road,331344,[60446],Anything,['GN1300'],['JoJo'],517301,GN1300
"['GN1301', 'GN1302']",20081111,Soul,442951,[27670],It`s Alright,['GN1300'],['Seal'],504150,GN1300
"['GN1305', 'GN1301', 'GN1303']",20190308,Young & Restless,10261861,[2635215],Really Really,['GN1300'],['Retta Young'],540390,GN1300
"['GN1301', 'GN1308', 'GN1302']",20190819,Giving It All,10318599,[2631451],I Already Knew (Feat. Cosmicburp),['GN1300'],['Elang Defrianto'],287873,GN1300
"['GN1301', 'GN1302']",20170519,Just Like That,10063461,[961370],Just Like That,['GN1300'],['Polly A'],277531,GN1300
"['GN1301', 'GN1308']",20130311,Travelling Without Moving (Remastered),2949830,[101141],Alright (Remastered),['GN1300'],['Jamiroquai'],689638,GN1300
"['GN1307', 'GN1301', 'GN1302']",20010501,Survivor,332993,[100686],Brown Eyes,['GN1300'],['Destiny`s Child'],252933,GN1300
"['GN1301', 'GN1308', 'GN1302']",20190416,Enamorado,10274047,[2635540],Enamorado,['GN1300'],['Igor Barbosa'],1081,GN1300
"['GN1304', 'GN1301', 'GN1303']",19960604,Got To Be Real : The Best Of Cheryl Lynn,47720,[162645],Got To Be Real (Single Ver.),['GN1300'],['Cheryl Lynn'],34348,GN1300
"['GN1503', 'GN1501', 'GN1302']",19960000,프리쳐스 와이프 OST,41208,[27222],He`s All Over Me,"['GN1500', 'GN1300']",['Whitney Houston'],412768,GN1500 GN1300
"['GN1301', 'GN1303']",20071016,Rare & Unreleased Recordings From The Golden Reign Of The Queen Of Soul,362454,[27166],The Fool On The Hill (This Girl`s In Love With You Outtake),['GN1300'],['Aretha Franklin'],607814,GN1300
"['GN1304', 'GN1301', 'GN1302']",20101005,Doo-Wops & Hooligans,1167451,[495811],The Other Side (Feat. Cee Lo Green And B.o.B),['GN1300'],['Bruno Mars'],253585,GN1300
"['GN1301', 'GN1302']",20121114,I Will Always Love You : The Best Of Whitney Houston (Deluxe Edition),2166832,[27222],Never Give Up,['GN1300'],['Whitney Houston'],388673,GN1300
"['GN1306', 'GN1301', 'GN1303', 'GN0903']",19880201,James Brown's Funky People 2,303722,[28256],What Do I Have To Do To Prove My Love To You,"['GN0900', 'GN1300']",['James Brown'],267793,GN0900 GN1300
"['GN1301', 'GN1303']",20181130,The Queen Of Soul,10228408,[27166],Let It Be (with The Royal Philharmonic Orchestra),['GN1300'],['Aretha Franklin'],424322,GN1300
['GN1301'],20191004,Friend/Foe,10335452,[2748885],Friend/Foe,['GN1300'],['A.J Lyriq'],553921,GN1300
"['GN1304', 'GN1306', 'GN1301', 'GN1302']",19981020,From The Soul of Man,335147,[28977],Days Like This,['GN1300'],['Kenny Lattimore'],350599,GN1300
"['GN1501', 'GN1301', 'GN1505', 'GN1302']",20190823,13 Reasons Why (Season 3),10320772,[2643815],All That (Feat. Jeremih),"['GN1500', 'GN1300']",['Drama Relax'],532429,GN1500 GN1300
"['GN1301', 'GN1302']",20150925,Party Favors (Feat. Young Thug) (Clean Ver.),2641959,[752524],Party Favors (Feat. Young Thug),['GN1300'],['Tinashe'],520073,GN1300
"['GN1301', 'GN0901', 'GN1302']",20101126,I Am...World Tour,1087059,[3535],Halo,"['GN0900', 'GN1300']",['Beyonce'],701900,GN0900 GN1300
"['GN1304', 'GN1301', 'GN1302']",19910000,Inner Child,26920,[28868],Forever In Your Love,['GN1300'],['Shanice'],23948,GN1300
['GN1301'],20170726,More,4034549,[1763354],More,['GN1300'],['Austin Redmon'],426217,GN1300
"['GN1301', 'GN1302']",20151016,In2,2644795,[906062],In2,['GN1300'],['WSTRN'],55288,GN1300
"['GN1301', 'GN1303']",20141020,Jump To It,2964684,[27166],Jump To It (Original Extended Version),['GN1300'],['Aretha Franklin'],337139,GN1300
"['GN1304', 'GN1307', 'GN1301', 'GN1302']",20030709,Dangerously In Love,32039,[3535],Work It Out,['GN1300'],['Beyonce'],79661,GN1300
"['GN1301', 'GN1303']",20071016,Rare & Unreleased Recordings From The Golden Reign Of The Queen Of Soul,362454,[27166],Tree Of Life Hey Now Hey (The Other Side Of The Sky Outtake),['GN1300'],['Aretha Franklin'],284440,GN1300
"['GN1301', 'GN1303', 'GN1302']",19960723,Live,47330,[162576],Off The Wall,['GN1300'],['The Jacksons'],200274,GN1300
"['GN1301', 'GN1303']",0,75 Chartbreaker Hits,124208,[340068],Hearts Of Stone,['GN1300'],['The Fontane Sisters'],406654,GN1300
['GN1301'],20070403,Freedom Flight,2879482,[40378],Strawberry Letter 23,['GN1300'],['Shuggie Otis'],567742,GN1300
"['GN1301', 'GN1303']",20151120,So Long (From The Motion Picture Concussion),2651550,[837217],So Long (From The Motion Picture Concussion),['GN1300'],['Leon Bridges'],502045,GN1300
"['GN1306', 'GN1301', 'GN1303']",19960723,Sweet Bitter Love,47291,[27166],If Ever I Would Leave You,['GN1300'],['Aretha Franklin'],563648,GN1300
['GN1301'],20191114,come ovr/skype calls,10351529,[2202885],skype calls,['GN1300'],['Sophie Meiers'],111303,GN1300
"['GN1503', 'GN1304', 'GN1501', 'GN1302']",20030201,러브 인 맨하탄 OST,29469,[160042],Lovergirl,"['GN1500', 'GN1300']",['Teena Marie'],669345,GN1500 GN1300
"['GN1304', 'GN1307', 'GN1301', 'GN1302']",20020813,Rebirth,22377,[28241],100% All Men,['GN1300'],['Keith Sweat'],165710,GN1300
"['GN1304', 'GN1301', 'GN1303']",20040817,The Essential Isley Brothers,35337,[102132],Between The Sheets,['GN1300'],['The Isley Brothers'],538419,GN1300
"['GN1301', 'GN1302']",20141007,Choose Up,2710753,[1167271],Choose Up (TV Ver.),['GN1300'],['Abioye'],293181,GN1300
"['GN1304', 'GN1301', 'GN1302']",20020507,MTV Unplugged No. 2.0,42423,[29117],Adam Lives In Theory,['GN1300'],['Lauryn Hill'],363122,GN1300
"['GN1301', 'GN1303']",20151030,Soul Manifesto : 1964-1970,2647778,[21321],Lucille,['GN1300'],['Otis Redding'],173492,GN1300
['GN1301'],20200406,Crazy Dizzy,10412749,[2190626],Crazy Dizzy,['GN1300'],['Lunadira'],277693,GN1300
"['GN1301', 'GN1302']",20130910,Travis Garland,2325357,[870922],Where To Land,['GN1300'],['Travis Garland'],196565,GN1300
"['GN1301', 'GN1302']",20141117,The One,2291267,[790636],The One,['GN1300'],['Ola Egbowon'],72941,GN1300
['GN1301'],20151124,Commencement,3625033,[1761824],What It Is,['GN1300'],['Sean Christopher'],206636,GN1300
"['GN1304', 'GN1301', 'GN1302']",20160812,For All We Know,2703873,[897380],Happy,['GN1300'],['Nao'],388880,GN1300
"['GN1304', 'GN1301', 'GN1308']",20181130,Summer`s Over 2,10227228,[2403546],7 Billion (Feat. QUIN),['GN1300'],['JAYLIEN'],218189,GN1300
"['GN1301', 'GN1303']",20030922,Best Of/20th Century - Christmas,64768,[104941],My Christmas Tree,['GN1300'],['The Supremes'],78917,GN1300
"['GN1301', 'GN0901']",20080917,Subway Silence,2041946,[266966],Free,"['GN0900', 'GN1300']",['Giovanca'],257130,GN0900 GN1300
"['GN1304', 'GN1301', 'GN1303']",19980531,The Ultimate Collection:  Four Tops,301858,[103942],"I Can`t Help Myself (Sugar Pie, Honey Bunch) (Album Version (Stereo))",['GN1300'],['The Four Tops'],87100,GN1300
"['GN1301', 'GN1302']",20160330,More Issues Than Vogue,2676218,[411200],All I Got,['GN1300'],['K. Michelle'],481224,GN1300
"['GN1301', 'GN1308', 'GN1302']",20190809,Industry,10317780,"[1420354, 891953]",Industry,['GN1300'],"['Ebonique', 'Gigahurtz']",164375,GN1300
['GN1301'],20070101,willie carter jr,3088630,[1346104],ones we hurt,['GN1300'],['willstar'],167750,GN1300
['GN1301'],20080610,Classic Masters,133952,[104493],Everything We Do (2002 Digital Remaster),['GN1300'],['Rene & Angela'],11,GN1300
"['GN1301', 'GN1303']",20131111,The Studio Album Collection 1977 - 1992,2236490,[103734],Burn Hard,['GN1300'],['Chic'],634644,GN1300
